"","ST_CNTY_CODE","included_bc"
"1927","21073","within copperhead range"
"1928","13217","within copperhead range"
"1929","47051","within copperhead range"
"1930","22029","within copperhead range"
"1931","22063","within copperhead range"
"1932","25009","within copperhead range"
"1933","45079","within copperhead range"
"1934","54009","within copperhead range"
"1935","54013","within copperhead range"
"1936","51021","within copperhead range"
"1937","54043","within copperhead range"
"1938","18133","within copperhead range"
"1939","47167","within copperhead range"
"1940","22121","within copperhead range"
"1941","29171","within copperhead range"
"1942","37041","within copperhead range"
"1943","37021","within copperhead range"
"1944","51730","within copperhead range"
"1945","05017","within copperhead range"
"1946","13021","within copperhead range"
"1947","05115","within copperhead range"
"1948","51175","within copperhead range"
"1949","48183","within copperhead range"
"1950","36087","within copperhead range"
"1951","05089","within copperhead range"
"1952","51800","within copperhead range"
"1953","29187","within copperhead range"
"1954","29049","within copperhead range"
"1955","37157","within copperhead range"
"1956","05117","within copperhead range"
"1957","05011","within copperhead range"
"1958","24011","within copperhead range"
"1959","51059","within copperhead range"
"1960","47001","within copperhead range"
"1961","10001","within copperhead range"
"1962","13157","within copperhead range"
"1963","20003","within copperhead range"
"1964","47015","within copperhead range"
"1965","21165","within copperhead range"
"1966","13267","within copperhead range"
"1967","37117","within copperhead range"
"1968","13317","within copperhead range"
"1969","48285","within copperhead range"
"1970","40105","within copperhead range"
"1971","13125","within copperhead range"
"1972","20117","within copperhead range"
"1973","22065","within copperhead range"
"1974","13313","within copperhead range"
"1975","29033","within copperhead range"
"1976","31169","within copperhead range"
"1977","47033","within copperhead range"
"1978","39165","within copperhead range"
"1979","13255","within copperhead range"
"1980","34019","within copperhead range"
"1981","29217","within copperhead range"
"1982","18121","within copperhead range"
"1983","13035","within copperhead range"
"1984","44001","within copperhead range"
"1985","44005","within copperhead range"
"1986","39045","within copperhead range"
"1987","47021","within copperhead range"
"1988","01051","within copperhead range"
"1989","13187","within copperhead range"
"1990","39083","within copperhead range"
"1991","37089","within copperhead range"
"1992","48379","within copperhead range"
"1993","51105","within copperhead range"
"1994","05043","within copperhead range"
"1995","29015","within copperhead range"
"1996","05109","within copperhead range"
"1997","29065","within copperhead range"
"1998","51185","within copperhead range"
"1999","42103","within copperhead range"
"2000","48343","within copperhead range"
"2001","42125","within copperhead range"
"2002","20103","within copperhead range"
"2003","28049","within copperhead range"
"2004","51107","within copperhead range"
"2005","29185","within copperhead range"
"2006","29129","within copperhead range"
"2007","37127","within copperhead range"
"2008","51199","within copperhead range"
"2009","29159","within copperhead range"
"2010","20019","within copperhead range"
"2011","48459","within copperhead range"
"2012","51047","within copperhead range"
"2013","40061","within copperhead range"
"2014","54069","within copperhead range"
"2015","54065","within copperhead range"
"2016","51165","within copperhead range"
"2017","22071","within copperhead range"
"2018","01073","within copperhead range"
"2019","01127","within copperhead range"
"2020","29063","within copperhead range"
"2021","12039","within copperhead range"
"2022","13083","within copperhead range"
"2023","28033","within copperhead range"
"2024","51187","within copperhead range"
"2025","17047","within copperhead range"
"2026","47113","within copperhead range"
"2027","01111","within copperhead range"
"2028","37009","within copperhead range"
"2029","39089","within copperhead range"
"2030","51683","within copperhead range"
"2031","05139","within copperhead range"
"2032","17071","within copperhead range"
"2033","01101","within copperhead range"
"2034","21155","within copperhead range"
"2035","28067","within copperhead range"
"2036","37019","within copperhead range"
"2037","51131","within copperhead range"
"2038","01007","within copperhead range"
"2039","28075","within copperhead range"
"2040","51091","within copperhead range"
"2041","51177","within copperhead range"
"2042","13153","within copperhead range"
"2043","05131","within copperhead range"
"2044","13191","within copperhead range"
"2045","13207","within copperhead range"
"2046","29069","within copperhead range"
"2047","13117","within copperhead range"
"2048","28147","within copperhead range"
"2049","29137","within copperhead range"
"2050","45017","within copperhead range"
"2051","21069","within copperhead range"
"2052","45091","within copperhead range"
"2053","22005","within copperhead range"
"2054","42119","within copperhead range"
"2055","51041","within copperhead range"
"2056","22001","within copperhead range"
"2057","54039","within copperhead range"
"2058","42121","within copperhead range"
"2059","37123","within copperhead range"
"2060","28065","within copperhead range"
"2061","18175","within copperhead range"
"2062","51025","within copperhead range"
"2063","47045","within copperhead range"
"2064","47053","within copperhead range"
"2065","51149","within copperhead range"
"2066","05075","within copperhead range"
"2067","42071","within copperhead range"
"2068","47151","within copperhead range"
"2069","37181","within copperhead range"
"2070","21033","within copperhead range"
"2071","45011","within copperhead range"
"2072","47039","within copperhead range"
"2073","01055","within copperhead range"
"2074","47119","within copperhead range"
"2075","21079","within copperhead range"
"2076","25021","within copperhead range"
"2077","18063","within copperhead range"
"2078","17077","within copperhead range"
"2079","45043","within copperhead range"
"2080","51650","within copperhead range"
"2081","51069","within copperhead range"
"2082","54041","within copperhead range"
"2083","47047","within copperhead range"
"2084","22089","within copperhead range"
"2085","05111","within copperhead range"
"2086","47063","within copperhead range"
"2087","01021","within copperhead range"
"2088","48351","within copperhead range"
"2089","13009","within copperhead range"
"2090","37175","within copperhead range"
"2091","37171","within copperhead range"
"2092","01031","within copperhead range"
"2093","40119","within copperhead range"
"2094","01039","within copperhead range"
"2095","18093","within copperhead range"
"2096","21045","within copperhead range"
"2097","21169","within copperhead range"
"2098","21207","within copperhead range"
"2099","22011","within copperhead range"
"2100","21163","within copperhead range"
"2101","21179","within copperhead range"
"2102","21187","within copperhead range"
"2103","29155","within copperhead range"
"2104","48365","within copperhead range"
"2105","21011","within copperhead range"
"2106","48001","within copperhead range"
"2107","51033","within copperhead range"
"2108","29510","within copperhead range"
"2109","13111","within copperhead range"
"2110","48339","within copperhead range"
"2111","37043","within copperhead range"
"2112","36071","within copperhead range"
"2113","54059","within copperhead range"
"2114","20197","within copperhead range"
"2115","21181","within copperhead range"
"2116","25023","within copperhead range"
"2117","36005","within copperhead range"
"2118","37055","within copperhead range"
"2119","42005","within copperhead range"
"2120","37047","within copperhead range"
"2121","39053","within copperhead range"
"2122","51570","within copperhead range"
"2123","39031","within copperhead range"
"2124","01067","within copperhead range"
"2125","13177","within copperhead range"
"2126","21019","within copperhead range"
"2127","45025","within copperhead range"
"2128","47101","within copperhead range"
"2129","51810","within copperhead range"
"2130","51103","within copperhead range"
"2131","29013","within copperhead range"
"2132","51159","within copperhead range"
"2133","34021","within copperhead range"
"2134","42129","within copperhead range"
"2135","21115","within copperhead range"
"2136","44003","within copperhead range"
"2137","20085","within copperhead range"
"2138","22041","within copperhead range"
"2139","28155","within copperhead range"
"2140","25011","within copperhead range"
"2141","29143","within copperhead range"
"2142","05057","within copperhead range"
"2143","29029","within copperhead range"
"2144","51117","within copperhead range"
"2145","21233","within copperhead range"
"2146","13123","within copperhead range"
"2147","28089","within copperhead range"
"2148","54099","within copperhead range"
